Title,count
Mieruko-chan,2
Ta ga Tame no Alchemist,1
Hametsu no Mars,1
Hataraku Saibou,1
Kuroko no Basket: Tip Off,1
Lian Qi Lianle 3000 Nian,1
Fuuto Tantei,1
Katsudou Shashin,1
Deaimon,1
Choujin Densetsu Urotsukidouji,1
Artiswitch,1
Mononoke,2
Maison Ikkoku,1
Black Clover,6
Beastars 2nd Season,1
Mirai Nikki (TV),3
Kizumonogatari III: Reiketsu-hen,1
Haikyuu!!,2
Ojamajo Doremi Sharp Movie,1
Tennis no Ouji-sama,1
Chuunibyou demo Koi ga Shitai!,2
Tenshi no Tamago,1
Yuri Kuma Arashi,1
Nami yo Kiitekure,1
Waga Seishun no Arcadia: Mugen Kidou SSX,1
Violet Evergarden,7
Hanhua Riji 2nd Season,1
Death March kara Hajimaru Isekai Kyousoukyoku,2
Pui Pui Molcar: Driving School,1
Tokyo Magnitude 8.0,1
Saikyou Onmyouji no Isekai Tenseiki,2
Hunter x Hunter (2011),8
Air,1
Haru wo Irodoru,1
Hotaru no Haka,2
Cleopatra D.C.,1
Yuru Camp△ Movie,4
Kidou Senshi Gundam,1
xxxHOLiC,1
Kurau Phantom Memory,1
Hyakuren no Haou to Seiyaku no Valkyria,1
One Punch Man 2nd Season,2
Renai Flops,25
Witch Hunter Robin,1
Tonikaku Kawaii: Seifuku,4
Higurashi no Naku Koro ni,4
Houseki no Kuni,1
Luo Xiao Hei Zhan Ji (Movie),1
Aria the Benedizione,1
Sanctuary,1
Bobobo-bo Bo-bobo,1
Dragon Ball,3
Kaze no Yukue,1
Kaze ga Tsuyoku Fuiteiru,1
Hajime no Ippo: New Challenger,1
Hanhua Riji,1
Pokemon,1
Boogiepop wa Warawanai (2019),1
Gun x Sword-san,1
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,1
Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,6
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,4
Sakura-sou no Pet na Kanojo,4
Violet Evergarden Movie,1
Tsuki ga Michibiku Isekai Douchuu,1
Karakuri no Kimi,1
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,1
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,4
Eiga de Toujou! Tamagotchi Dokidoki! Uchuu no Maigotchi!?,1
Quanzhi Gaoshou,1
Ore dake Haireru Kakushi Dungeon,4
Cang Lan Jue,1
Perfect Blue,1
Ajin Part 2,1
Koutetsujou no Kabaneri,3
Gakuen Alice,1
Birdie Wing: Golf Girls' Story,1
Dimension W,1
Eve no Jikan (Movie),1
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,1
"Kono Healer, Mendokusai",1
Isekai Harem Monogatari,1
Rurouni Kenshin: Meiji Kenkaku Romantan,1
"Ijiranaide, Nagatoro-san",5
Bikini Warriors,1
World Trigger 2nd Season,1
Bleach,6
Coquelicot-zaka kara,1
Kimi no Suizou wo Tabetai,7
Pokemon Movie 17: Hakai no Mayu to Diancie,1
I'm Your Treasure Box: Anata wa Marine Senchou wo Takarabako kara Mitsuketa.,1
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,1
Pokemon (2019): Harukanaru Aoi Sora,2
Vivy: Fluorite Eye's Song,2
D4DJ First Mix,1
Kurogane no Linebarrels,1
Hige wo Soru. Soshite Joshikousei wo Hirou.,3
Death Parade,2
Code Geass: Hangyaku no Lelouch,7
Dororo,1
Log Horizon,2
Gintama',1
Koi wa Sekai Seifuku no Ato de,6
Kaizoku Oujo,1
4-nin wa Sorezore Uso wo Tsuku,8
Kaitou Saint Tail,1
Made in Abyss,8
Air Gear,2
Isekai Shokudou,1
Scared Rider Xechs,1
Hibike! Euphonium,2
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,2
Riding Bean,1
Ninja Batman x Poputepipikku Kindan no Collab CM,1
Suzume no Tojimari,3
Ajin OVA,1
Kobayashi-san Chi no Maid Dragon,1
Inazuma Eleven: Ares no Tenbin,1
Fate/stay night Movie: Heaven's Feel - III. Spring Song,1
Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,3
Hamatora The Animation,1
Black Lagoon,1
Ryuu to Sobakasu no Hime,2
Succubus Yondara Gibo ga Kita!?,1
Mimi wo Sumaseba,2
Shadows House 2nd Season,1
Boku no Pico,1
Golden Boy,3
JK Meshi!,1
Ibara no Ou,1
Akame ga Kill!,2
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,1
Free! Movie 5: The Final Stroke - Kouhen,1
Gundam vs Hello Kitty,1
Jujutsu Kaisen,6
Shin Kidou Senki Gundam Wing,1
Itsudatte Bokura no Koi wa 10 cm Datta.,2
Yoru no Pierrot (TeddyLoid Remix),1
Boku no Hero Academia 6th Season,5
Fairy Tail,1
Tropical-Rouge! Precure Movie: Yuki no Princess to Kiseki no Yubiwa!,1
Golden Kamuy,1
Vampire Knight,2
Petshop of Horrors,1
Yuukoku no Moriarty Part 2,2
Aoi Bungaku Series,1
"Ijiranaide, Nagatoro-san 2nd Attack",1
86 Part 2,3
Hai to Gensou no Grimgar,3
Lupin III,1
Kamo ga Suki,1
Meitantei Conan: Hannin no Hanzawa-san,2
Senpai ga Uzai Kouhai no Hanashi,1
Plunderer,1
Meng Qi Shi Shen: Huanxi Zhui Hun,1
Inu ni Nattara Suki na Hito ni Hirowareta.,3
Ghost Hunt,3
Shinsekai yori,2
Happy Sugar Life,2
Kiznaiver,2
Doujin Work,1
Genshiken,1
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,1
Saenai Heroine no Sodatekata Fine,1
Go! Saitama,1
Kuro no Shoukanshi,1
Sabikui Bisco,1
Persona 5 the Animation: The Day Breakers,1
Shoujo Kakumei Utena,1
Hotarubi no Mori e,1
Bokutachi wa Benkyou ga Dekinai,1
Jashin-chan Dropkick,1
Hakata Tonkotsu Ramens,1
Mahou Shoujo-tai Arusu the Adventure,1
Sasaki to Miyano,3
To Heart,1
Hikari no Ou,2
High Card,1
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,1
Sugar Apple Fairy Tale,6
K-On! Movie,1
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,3
Umibe no Étranger,1
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,2
Padak Padak,1
Mogura no Motoro,1
Itou Junji: Collection,1
Gintama: Yorinuki Gintama-san on Theater 2D,1
Meng Qi Shi Shen: Zaijie Liangyuan,1
Steins;Gate: Oukoubakko no Poriomania,1
Kino no Tabi: The Beautiful World,1
Hellsing Ultimate,2
The iDOLM@STER Live For You!,1
Yuru Camp△,3
Kidou Senshi Gundam I,1
Kaze no Tani no Nausicaä,3
Shenmue the Animation,1
Huang Yan,1
Beatless,1
Shi Wan Ge Leng Xiaohua,1
Akane wa Tsumare Somerareru,1
Date A Live IV,1
Platonic Chain: Web,1
Shirayuki,1
Yokohama Kaidashi Kikou,1
Space Fantasia 2001 Nights,1
Slayers: The Motion Picture,1
Xian Wang de Richang Shenghuo 2,1
Yuri!!! on Ice,1
Kimetsu no Yaiba: Yuukaku-hen,6
Byousoku 5 Centimeter,3
Lupin III: Lupin vs. Fukusei-ningen,1
Kuuchuu Buranko,1
Boku wa Tomodachi ga Sukunai,1
Kyoukai no Rinne,1
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,1
3-gatsu no Lion,3
Overflow,3
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,1
Himouto! Umaru-chan,1
Koukyuu no Karasu,15
High School DxD Hero,1
Zombieland Saga,1
Houkago Saikoro Club,1
Lucky☆Star,2
Sidonia no Kishi: Ai Tsumugu Hoshi,1
Mahoutsukai no Yome,4
Blame! Movie,2
Yesterday wo Utatte,2
Devilman: Crybaby,2
Seikai no Monshou Special,1
The Animatrix,2
Gokushufudou,2
Isekai Quartet Movie: Another World,2
Fate/Zero,1
Urban Square: Kohaku no Tsuigeki,1
100-man no Inochi no Ue ni Ore wa Tatteiru,1
Rewrite,1
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,3
Ichiban Ushiro no Daimaou,1
Kami-tachi ni Hirowareta Otoko,1
Beastars,2
Kin no Kuni Mizu no Kuni,1
Wotaku ni Koi wa Muzukashii,1
Mei Chuxi De Yinyangshi Yijia 3,1
Ura Sekai Picnic,1
Aku no Hana,1
Evangelion: 3.0 You Can (Not) Redo,1
Uchi no Shishou wa Shippo ga Nai,5
Munou na Nana,2
Gin no Saji 2nd Season,1
Kamisama Hajimemashita,1
High Score Girl,1
Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,1
Nokemono-tachi no Yoru,1
Charlotte,2
Photon,1
91 Days,1
Gunslinger Girl,1
Seijo no Maryoku wa Bannou desu,1
Zetsuen no Tempest,3
Naruto,6
Uchi no Otouto Maji de Dekain Dakedo Mi ni Konai?,1
Inu-Ou,5
Pet,1
Tenki no Ko,2
Eve no Jikan,2
Runway de Waratte,1
Shoujo Kyouiku RE,1
Tomodachi Game,1
Hana yori Dango,1
Uzaki-chan wa Asobitai! Double,10
Gaikotsu Shotenin Honda-san,1
Mairimashita! Iruma-kun 3rd Season,2
Wolf's Rain,1
Redline,2
Kaifuku Jutsushi no Yarinaoshi,4
Hoshi no Samidare,3
Mushishi,3
Fight Ippatsu! Juuden-chan!!,1
Houkago no Pleiades (TV),1
Juuni Kokuki,1
Durarara!!x2 Ten,1
Kingdom 2nd Season,1
Showtime! Uta no Oneesan datte Shitai,1
Noragami,1
Leadale no Daichi nite,1
Barakamon,3
Shoujo☆Kageki Revue Starlight Movie,3
Tamako Love Story,1
Shikkakumon no Saikyou Kenja,1
Bounty Hunter: The Hard,1
Kuragehime,1
Kamigami no Ki,1
Ooyukiumi no Kaina,2
Karakai Jouzu no Takagi-san Movie,1
Yuu☆Yuu☆Hakusho,3
UFO Robo Grendizer,1
Dr. Stone,1
Dwaeji-ui Wang,1
Urusei Yatsura,1
Enen no Shouboutai,2
Ginga Densetsu Weed,1
Ojamajo Doremi,1
Sound & Fury,1
No Game No Life: Zero,1
Kageki Shoujo!!,1
