title,count
Catch! Tiniping,1
Kiseijuu: Sei no Kakuritsu,6
BNA,1
Akebi-chan no Sailor-fuku,14
Kuroko no Basket 2nd Season,1
Tsugu Tsugumomo,1
Kentoushi,1
Seirei Gensouki,1
Tokyo Ghoul √A,1
Koi☆Sento,1
Shuumatsu no Harem,9
Kimi to Boku. 2,1
ReLIFE,2
Net-juu no Susume,2
Fugou Keiji: Balance:Unlimited,1
Promare,3
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,2
Pokemon Movie 03: Kesshoutou no Teiou Entei,1
Ashita no Joe 2,1
Soushisouai Note The Animation,1
Busou Shoujo Machiavellianism,1
Cipher,1
Kyuukyoku no Chef wa Oishinbo Papa,1
3-gatsu no Lion 2nd Season,2
Boku no Hero Academia the Movie 3: World Heroes' Mission,5
Nodame Cantabile: Finale,1
Akudama Drive,3
Kono Sekai no Katasumi ni,3
Cardcaptor Sakura,2
Bishoujo Senshi Sailor Moon,1
"Kono Danshi, Uchuujin to Tatakaemasu.",1
Ojamajo Doremi: Honobono Gekijou,1
Hakozume: Kouban Joshi no Gyakushuu,4
Sword Gai The Animation,1
Kidou Senshi Gundam: Suisei no Majo - Prologue,1
Hanasakeru Seishounen,1
Naruto: Shippuuden,3
Gilgamesh,1
Baki: Dai Raitaisai-hen,1
Spy x Family,192
Death Note: Rewrite,1
Healin' Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!,1
Chikyuugai Shounen Shoujo,3
Zi Chuan,1
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,1
Macross,2
Ex-Arm,1
Skip Beat!,1
Galo Sengen,1
Phantom: Requiem for the Phantom,1
Hentai Ouji to Warawanai Neko.,3
Fire Emblem,2
Kidou Senshi Gundam SEED,1
Poputepipikku,1
Doggy God's Street,1
Zuihou de Zhaohuan Shi,2
Kuzu no Honkai,4
Clannad: After Story,5
Akane Maniax,1
Sonic: Night of the WereHog,1
Liz to Aoi Tori,2
Uzaki-chan wa Asobitai!,1
Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,1
Kanojo mo Kanojo,4
Sakura Quest,1
Mushishi Zoku Shou,1
Hakumei to Mikochi,1
Cike Wu Liuqi,2
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,1
ReLIFE: Kanketsu-hen,4
Hajimete no Gal,3
Kaijuu no Kodomo,2
Musekinin Kanchou Tylor,1
Ryuu no Haisha,1
Kai Byoui Ramune,1
Hanamonogatari,1
Kanon (2006),1
Yubi wo Nusunda Onna,1
Assemble Insert,1
Yuukoku no Moriarty OVA,1
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,8
Mushishi Zoku Shou 2nd Season,1
Karakai Jouzu no Takagi-san,3
Jibaku Shounen Hanako-kun,6
Shoujo Ramune,3
Pupa,3
Mnemosyne: Mnemosyne no Musume-tachi,1
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,1
Hong Kil-dong,1
Basilisk: Kouga Ninpou Chou,1
Psycho-Pass,3
Panty & Stocking with Garterbelt,1
Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,2
Aria the Animation,3
Jian Xian Zai Ci,1
Prism Season,1
Ousama Ranking,37
Mahou Shoujo Madoka★Magica,14
Boku no Hero Academia 3rd Season,1
Xiao Lu He Xiao Lan,1
Boku dake ga Inai Machi,13
Yuukoku no Moriarty,3
Evangelion: 2.0 You Can (Not) Advance,2
Cowboy Bebop: Tengoku no Tobira,3
Nekojiru-sou,2
Shiki,3
JoJo no Kimyou na Bouken,2
Takt Op. Destiny,10
Stars*Collection!,1
Non Non Biyori Repeat,1
Dragon Ball GT,3
Tsuma ga Onsen de Circle Nakama no Nikubenki ni Natta no desu ga... Anime Edition,1
Onegai My Melody,2
Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,1
Date A Live Movie: Mayuri Judgment,1
Chobits,2
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,2
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,1
Kidou Senshi Victory Gundam,1
Flip Flappers,1
Mashiro no Oto,1
Thermae Romae Specials,1
86,16
Gyakkyou Burai Kaiji: Ultimate Survivor,4
Lupin III: Part 6,1
Domestic na Kanojo,2
Kaichou wa Maid-sama!,2
Tetsuwan Birdy Decode:02,1
Greek Roman Sinhwa: Olympus Guardian,1
Sonny Boy,24
Kaginado Season 2,4
Fune wo Amu,1
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,1
K-On!!,7
Black Lagoon: Roberta's Blood Trail,3
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",1
Puraore! Pride of Orange,1
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,1
Gakkougurashi!,1
Space Bug,1
Juan Siliang,1
Yami Shibai 10,1
Peach Boy Riverside,4
Kidou Senshi Gundam: Dai 08 MS Shoutai,1
Violence Jack: Jigoku Gai-hen,1
Katanagatari,2
Dragon Ball Super: Broly,3
Deji Meets Girl,1
Kaguya-hime no Monogatari,3
Tada-kun wa Koi wo Shinai,1
Azur Lane,2
Otokonoko ♂ Delivery,1
Asagao to Kase-san.,1
Soredemo Ayumu wa Yosetekuru,3
Monster,14
Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,6
Arisa☆Good Luck,1
Tokai no Butchy,1
Uchuu Kazoku Carlvinson,1
Daisougen no Chiisana Tenshi: Bush Baby,1
Ao Ashi,27
Deadman Wonderland,1
Steins;Gate,26
Prima Doll,3
New Game!,2
Top wo Nerae! Gunbuster,1
Bungou Stray Dogs,2
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,2
Little Busters! Refrain,1
Shichinin no Nana,1
Biohazard: Vendetta,1
Saiki Kusuo no Ψ-nan,9
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,8
Kamiarizuki no Kodomo,2
Shokugeki no Souma: Gou no Sara,2
Kuroshitsuji II Specials,1
Imouto,1
Tenkuu Shinpan,2
Seton Doubutsuki: Kuma no Ko Jacky,1
Karakai Jouzu no Takagi-san 3,6
Working!!! Lord of the Takanashi,1
Nurse Witch Komugi-chan Magikarte,1
Neon Genesis Evangelion: The End of Evangelion,6
Kuma Kuma Kuma Bear,3
RWBY: Hyousetsu Teikoku,1
Anemone,1
Shakunetsu Kabaddi,1
Initial D Final Stage,2
Shigurui,1
Kimi to Fit Boxing,1
Kobato.,1
Tian Guan Ci Fu,4
Juuni Taisen,1
Mirai no Mirai,1
Gleipnir,3
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",37
Koe no Katachi,14
Bastard!! Ankoku no Hakaishin (ONA),12
Assassins Pride,3
Days (TV),2
Kaidan Restaurant,1
Planetarian: Hoshi no Hito,1
Tokyo Ghoul:re 2nd Season,1
Usagi Drop,2
Bakuman. 2nd Season,1
Maria-sama ga Miteru,1
Tokyo Mew Mew New ♡,2
Cuticle Tantei Inaba,1
Shin Ikkitousen,2
Green Eyes: Ane Kyun! yori The Animation,1
Kaiketsu Zorro,1
Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen,4
Dragon Ball GT: Gokuu Gaiden! Yuuki no Akashi wa Suushinchuu,1
Danchigai,1
Danna ga Nani wo Itteiru ka Wakaranai Ken,1
NHK ni Youkoso!,11
Back Street Girls: Gokudolls,1
Dorohedoro,9
Kimetsu no Yaiba Movie: Mugen Ressha-hen,5
Sekai Seifuku: Bouryaku no Zvezda,1
Darker than Black: Kuro no Keiyakusha,3
Nodame Cantabile: Paris-hen,1
Imaizumin Chi wa Douyara Gal no Tamariba ni Natteru Rashii,2
Onihei,1
Jouran: The Princess of Snow and Blood,1
Ultraman Season 2,4
Princess Principal: Crown Handler Movie 2,1
Doupo Cangqiong: San Nian Zhi Yue,1
Precure All Stars Movie New Stage 3: Eien no Tomodachi,1
Shin Kidou Senki Gundam Wing: Endless Waltz Special,1
00:08,2
Nana,10
Sengoku Basara,1
Stranger: Mukou Hadan,1
Shingeki no Kyojin: Kuinaki Sentaku,1
"Kanojo, Okarishimasu",12
Hinamatsuri (TV),2
Fate/stay night: Unlimited Blade Works Prologue,1
Shingeki no Kyojin Season 2,3
Yuru Yuri,1
Taiho Shichau zo Special,1
Full Metal Panic? Fumoffu,1
Dagashi Kashi 2,2
Tunshi Xingkong,1
Shijian Qiutu Zhi Miwu,1
Durarara!!,1
D.Gray-man,1
Karigurashi no Arrietty,2
Carnival Phantasm,2
Fullmetal Alchemist: Brotherhood - 4-Koma Theater,1
Re:Creators,3
Bokutachi no Remake,1
Tonari no Kyuuketsuki-san,1
Grancrest Senki,1
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,2
Garo: Honoo no Kokuin - Home,1
Zoku Sayonara Zetsubou Sensei,1
The God of High School,11
Shuumatsu no Walküre,2
Kimi ni Todoke,2
Utawarerumono,1
Isshuukan Friends.,3
Doupo Cangqiong,1
Mind Game,1
Canaan,1
Baraou no Souretsu,4
Tenkuu Danzai Skelter+Heaven,3
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,1
Gintama.,2
Uwaki to Honki The Animation,1
Ikkitousen: Extravaganza Epoch,1
Nanatsu no Taizai: Imashime no Fukkatsu,2
Magic Kaito,1
Giant Killing,2
Dragon's Heaven,1
Girly Air Force,1
Otome Game Sekai wa Mob ni Kibishii Sekai desu,61
Lycoris Recoil,14
Saihate no Paladin,3
Kaze Tachinu,1
Zero no Tsukaima F,1
Dance with Devils,1
Isekai Quartet,1
Hibike! Euphonium Movie 3: Chikai no Finale,1
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",9
Tokyo Ghoul:re,3
Akkun to Kanojo,2
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,1
Higurashi no Naku Koro ni Sotsu,2
Monster Musume no Iru Nichijou,2
Brotherhood: Final Fantasy XV,1
Sabage-bu!,1
Gintama: Shinyaku Benizakura-hen,1
Arifureta Shokugyou de Sekai Saikyou,6
Nakedyouth,1
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,1
Diamond no Ace,1
Carole & Tuesday,1
Gunjou no Fanfare,4
Shijian Qiutu,1
Mushishi: Hihamukage,1
Girls & Panzer: Saishuushou Part 1,1
Paripi Koumei,91
Chio-chan no Tsuugakuro,1
Shiguang Dailiren,10
No Game No Life,3
Zero no Tsukaima: Princesses no Rondo - Yuuwaku no Sunahama,1
Meikyuu Black Company,2
Tokyo Ghoul,2
Ansatsu Kyoushitsu 2nd Season,5
Fruits Basket 1st Season,3
Eizouken ni wa Te wo Dasu na!,1
Street Fighter II Movie,1
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,20
Tokyo Revengers,10
Punch Line,1
Kono Subarashii Sekai ni Shukufuku wo!,5
Shiroi Suna no Aquatope,2
Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,2
Mahouka Koukou no Rettousei: Tsuioku-hen,1
"\"Tokyo Ghoul: \"\"Jack\"\"\"",1
Soukihei MD Geist,1
Miira no Kaikata,1
Tensei shitara Slime Datta Ken 2nd Season Part 2,1
Yojouhan Shinwa Taikei,1
Sol Levante,1
Hanabi-chan wa Okuregachi,1
Baccano!,2
Kotarou wa Hitorigurashi,24
Rance: Sabaku no Guardian,1
Housekishou Richard-shi no Nazo Kantei,1
Inazuma Eleven,1
Abunai Sisters: Koko & Mika,1
One Punch Man,6
World Trigger 3rd Season,2
Hana no Hi,1
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,4
Kikou Ryohei Mellowlink,1
Fight League: Gear Gadget Generators,2
Keijo!!!!!!!!,2
Trinity Blood,2
"Kumo no Mukou, Yakusoku no Basho",1
World Trigger,1
Fate/Grand Order: Zettai Majuu Sensen Babylonia,2
Beck,3
Irozuku Sekai no Ashita kara,1
One Piece Movie 04: Dead End no Bouken,1
Douluo Dalu,1
Detective Conan Movie 16: The Eleventh Striker,1
Koukyoushihen Eureka Seven,3
Aishiteruze Baby★★,1
Grand Blue,2
Pui Pui Molcar,1
Miyakawa-ke no Kuufuku,1
Date A Live,1
Ozmafia!!,1
Penguin Highway,1
Raison d'être,1
Sword Art Online,8
Plastic Little,1
"Kumo desu ga, Nani ka?",5
Maiko-san Chi no Makanai-san,1
Cross Road,1
Zero no Tsukaima,1
Kuroshitsuji,2
Koyomimonogatari,1
Ushiro no Shoumen Daare,1
Coppelion,1
Ryuugajou Nanana no Maizoukin,1
Ajin,2
Ma La Nu Pei,1
Asobi Asobase,3
Meitantei Conan: Zero no Tea Time,1
Kiss x Sis (TV),2
Kimi no Kokoro wa Kagayaiteru kai?,1
Youjo Senki Movie,3
Quanzhi Fashi IV,1
Toaru Kagaku no Railgun,1
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.",1
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,1
Fragtime,1
Yasuke,1
Assault Lily: Bouquet,1
5-toubun no Hanayome,8
Yi Wan Nian Yi Hou,1
The God of High School PV,1
Mieruko-chan,5
Nisemonogatari,2
Hataraku Saibou,2
Fairy Tail x Rave,1
Black Bullet,3
Josee to Tora to Sakana-tachi,7
Qian Cong Shou,1
Love Me: Kaede to Suzu The Animation,5
Hametsu no Mars,2
Deaimon,20
Mononoke,2
Kidou Senshi Gundam 0083: Stardust Memory,1
Seiji no Rinrika,1
Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,1
Tamako Market,1
Black Clover,14
Kizumonogatari III: Reiketsu-hen,1
Mirai Nikki (TV),2
Machikado no Märchen,1
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,4
Shiyakusho,1
Maria-sama ga Miteru 4th,1
Suicide Ballad,1
Maison Ikkoku,1
Makura no Danshi,1
Thermae Romae x TOTO Collaboration,1
Yewai de Zaoyu,1
Ano Ko to Ii Koto,1
Beastars 2nd Season,1
Virtuacall 2,1
Haikyuu!!,7
Chuunibyou demo Koi ga Shitai!,4
Kick-Heart,1
Noblesse,1
Romeo no Aoi Sora,1
Violet Evergarden,15
Renou Xueyuan,1
Zombieland Saga Revenge,1
Death March kara Hajimaru Isekai Kyousoukyoku,1
Black★★Rock Shooter:  Dawn Fall,4
Ensemble Stars!,1
Hunter x Hunter (2011),16
Hotaru no Haka,4
Kidou Senshi Gundam,1
Air,1
Cinderella,1
Kaichou wa Maid-sama!: Omake da yo!,1
Kidou Senshi Zeta Gundam,1
Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,1
Shinkai Densetsu Meremanoid,1
Boku wa Tomodachi ga Sukunai Next,1
"\"Busou Shoujo Machiavellianism: Doki! \"\"Goken-darake\"\" no Ian Ryokou\"",1
Nanatsu no Taizai,3
Higurashi no Naku Koro ni,3
Houseki no Kuni,2
Shin Takarajima,1
Yamato Nadeshiko Shichihenge♥,3
Arashi no Yoru ni,1
Iwa Kakeru! Sport Climbing Girls,1
The Last: Naruto the Movie,2
We are Bulletproof: The Eternal,1
Owari no Seraph: Nagoya Kessen-hen,1
Boogiepop wa Warawanai (2019),3
Kakushigoto,4
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,1
Pokemon,3
Dragon Ball,3
Gungrave,1
Watashi ga Motenai no wa Dou Kangaetemo Omaera ga Warui!,7
Tsuki ga Michibiku Isekai Douchuu,5
Shokugeki no Souma: Ni no Sara OVA,1
Violet Evergarden Movie,10
Sakura-sou no Pet na Kanojo,3
D-Frag!,2
Perfect Blue,3
Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,1
Tsukimonogatari,1
Ore dake Haireru Kakushi Dungeon,3
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,4
Jaku-Chara Tomozaki-kun,2
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,2
Ayakashi: Japanese Classic Horror,2
Tensei shitara Slime Datta Ken 2nd Season,1
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,1
Princess Principal: Crown Handler Movie 1,1
Birdie Wing: Golf Girls' Story,19
"Kono Healer, Mendokusai",18
Trigun,7
Blade Runner: Black Out 2022,1
Hajimete no Orusuban,1
Vlad Love,2
Yu☆Gi☆Oh! Go Rush!!,1
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,1
"Momoko, Kaeru no Uta ga Kikoeru yo.",1
Seika Jogakuin Kounin Sao Ojisan,1
"Ijiranaide, Nagatoro-san",12
Planetarian: Chiisana Hoshi no Yume,1
Toaru Kagaku no Railgun T,3
Vivy: Fluorite Eye's Song,8
Bleach,11
Tokyo Ravens,3
Kimi no Suizou wo Tabetai,5
"Dai-chan, Daisuki.",1
Fairy Forest Remi-chan,1
One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,1
D4DJ First Mix,1
Tate no Yuusha no Nariagari,10
Nakitai Watashi wa Neko wo Kaburu,3
Onara Gorou,1
Hige wo Soru. Soshite Joshikousei wo Hirou.,6
Code Geass: Hangyaku no Lelouch,10
You Yao,1
Kizumonogatari II: Nekketsu-hen,1
Death Parade,6
Toki wo Kakeru Shoujo,2
Dororo,7
Death Billiards,1
Girls Rush The Animation,1
Log Horizon,1
Koi wa Sekai Seifuku no Ato de,34
Kaizoku Oujo,4
Kimagure Orange☆Road,2
Military!: Tamatama Shoumetsu Suru Shiroki Hikari!,1
Majo no Tabitabi,2
Kämpfer,1
Denpa-teki na Kanojo,1
Gintama',1
Made in Abyss,7
Uchuu Senkan Yamato: Fukkatsu-hen,1
Akuma no Riddle,1
Btooom!,2
Isekai Shokudou,3
Wizard Barristers: Benmashi Cecil,1
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,4
The iDOLM@STER,1
Shika no Ou: Yuna to Yakusoku no Tabi,3
Granblue Fantasy The Animation,1
Kamichu!,1
Kobayashi-san Chi no Maid Dragon,4
Jitsu wa Watashi wa,1
Black Lagoon,6
Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin,1
Saezuru Tori wa Habatakanai: The Clouds Gather,1
Cyborg 009 VS Devilman,1
Project BLUE Chikyuu SOS,1
Ryuu to Sobakasu no Hime,12
Shadows House 2nd Season,1
Noir,1
Princess Connect! Re:Dive,1
Bishoujo Senshi Sailor Moon SuperS Specials,1
Mimi wo Sumaseba,2
Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,1
Ai,1
Golden Boy,2
Colorful (Movie),1
Yuu☆Yuu☆Hakusho: Eizou Hakusho II,1
Boku no Pico,2
Futa-bu!!,1
Ensemble Stars!! Road to Show!!,1
Akame ga Kill!,6
Kishin Douji Zenki,1
Kodomo no Jikan (TV),1
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,1
Yuru Camp△ Season 2 Specials,1
Gundam Build Fighters,1
Jujutsu Kaisen,11
Fairy Tail,3
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,1
Golden Kamuy,1
Watashi ni Tenshi ga Maiorita! Special,1
Detective Conan Movie 04: Captured in Her Eyes,1
Vampire Knight,2
Kiniro Mosaic,2
Kekkou Kamen,1
Bai Niao Gu,1
Xi You Ji,1
FLCL Progressive,3
Isekai no Seikishi Monogatari,1
Yuukoku no Moriarty Part 2,1
Magic Knight Rayearth,1
Kyojin no Hoshi,1
Shisha no Teikoku,1
Genjitsu Shugi Yuusha no Oukoku Saikenki,3
86 Part 2,26
Doupo Cangqiong: Yuanqi,1
Kakegurui××,2
Ravex in Tezuka World,1
Plunderer,2
Senpai ga Uzai Kouhai no Hanashi,2
Hai to Gensou no Grimgar,6
Afro-Ken,1
Shinsekai yori,7
Happy Sugar Life,2
Doupo Cangqiong 3rd Season,1
Ueno-san wa Bukiyou,1
Kuro no Shoukanshi,1
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,6
Sabikui Bisco,12
Saenai Heroine no Sodatekata Fine,4
Tonari no Kaibutsu-kun,1
Go! Saitama,1
DRAMAtical Murder,1
Gintama': Enchousen,1
Shoot! Goal to the Future,1
Sakasama no Patema,2
Hacka Doll The Animation,1
Viper's Creed,1
Nomad: Megalo Box 2,4
Slow Loop,3
Hotarubi no Mori e,1
Higurashi no Naku Koro ni Gou,3
Wanmei Shijie,2
Bokutachi wa Benkyou ga Dekinai,2
Corrector Yui,1
Sasaki to Miyano,23
Saiki Kusuo no Ψ-nan: Kanketsu-hen,1
100-man no Inochi no Ue ni Ore wa Tatteiru 2nd Season,2
School Days,4
Koi to Yobu ni wa Kimochi Warui,4
Kurenai no Buta,3
BanG Dream! Morfonication,1
Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu,2
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,7
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,3
Shokugeki no Souma OVA,1
Aoki Hagane no Arpeggio: Ars Nova,1
K-On! Movie,1
Umibe no Étranger,2
Cinderella Monogatari,1
Seiren,1
Momo e no Tegami,1
Fairy Tail Movie 1: Houou no Miko,1
Aki-Sora,1
Renjian Zui Deyi,1
Steins;Gate: Oukoubakko no Poriomania,1
Bonjour♪Koiaji Pâtisserie,1
Gokushufudou Part 2,2
Kaze no Tani no Nausicaä,2
Hellsing Ultimate,2
Yuru Camp△,7
Mairimashita! Iruma-kun 2nd Season,2
Ushio to Tora (TV),1
Omoide Poroporo,2
Shenmue the Animation,10
Devidol!,1
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",1
Date A Live IV,15
Sakamichi no Apollon,2
Yokohama Kaidashi Kikou,4
Youjo Senki,5
Yuri!!! on Ice,5
Xian Wang de Richang Shenghuo 2,1
One Piece Movie 14: Stampede,1
Kimetsu no Yaiba: Yuukaku-hen,25
Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,1
Princess Connect! Re:Dive Season 2,5
Toaru Majutsu no Index,1
Byousoku 5 Centimeter,4
Fate/Apocrypha,2
Densetsu Kyojin Ideon: Hatsudou-hen,2
Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,1
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,12
Overflow,3
High School DxD Hero,2
3-gatsu no Lion,5
Fate/Grand Carnival,1
Zombieland Saga,1
Yuu☆Yuu☆Hakusho: Eizou Hakusho - Ankoku Bujutsukai no Shou,1
K-On!!: Ura-On!!,1
Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,1
Junketsu no Maria,1
Yesterday wo Utatte,2
Cyber City Oedo 808,1
Mahoutsukai no Yome,2
Sidonia no Kishi: Ai Tsumugu Hoshi,1
Osake wa Fuufu ni Natte kara,1
Detroit Metal City,1
Devilman: Crybaby,5
Fate/Zero,1
Gokushufudou,1
"Tantei wa Mou, Shindeiru.",1
Getsuyoubi no Tawawa,1
Rewrite,2
Sayonara no Asa ni Yakusoku no Hana wo Kazarou,9
Super Crooks,1
Special A,1
Minky Momo in Yume ni Kakeru Hashi,1
Wotaku ni Koi wa Muzukashii,2
Beastars,5
Sora no Aosa wo Shiru Hito yo,2
Kami-tachi ni Hirowareta Otoko,2
Wakakusa no Charlotte,1
Mouretsu Pirates,1
No.6,1
Aku no Hana,1
Cherry & Gal's↑↑,1
Inkou Kyoushi no Sai* Seikatsu Shidouroku,1
Eightman,1
Tenchi Souzou Design-bu,1
Build Divide: Code White,3
Munou na Nana,1
Kamisama Hajimemashita,2
Lupin III: Walther P38,1
Arakawa Under the Bridge,1
Ojisan to Marshmallow,1
Charlotte,7
Gundress,1
91 Days,3
Seijo no Maryoku wa Bannou desu,1
Mahouka Koukou no Yuutousei,1
Love Live! Superstar!!,1
Naruto,11
Tenki no Ko,9
Saiki Kusuo no Ψ-nan 2,2
Platinum End,6
Inu-Ou,2
Uchi no Otouto Maji de Dekain Dakedo Mi ni Konai?,1
Major S1,1
Zetsuen no Tempest,1
Pet,1
Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,1
Yes! Precure 5,2
Tomodachi Game,64
Sekaiichi Hatsukoi,2
Scarlet Nexus,1
Military!,1
Hanyou no Yashahime: Sengoku Otogizoushi,1
Shoujo Kyouiku RE,1
Redline,5
Machikado Mazoku: 2-choume,7
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,1
Kaifuku Jutsushi no Yarinaoshi,7
Saenai Heroine no Sodatekata,1
Kenja no Mago,4
Seitokai Yakuindomo,1
Kengan Ashura,2
Houkago Teibou Nisshi,1
Hypnosis Mic: Division Rap Battle - Rhyme Anima,1
Mushishi,3
Juuni Kokuki,3
Darwin's Game,5
Eden (ONA),1
Amanatsu,1
FLCL Alternative,1
3-gatsu no Lion meets Bump of Chicken,1
Leadale no Daichi nite,7
Cue!,5
Mazinkaiser SKL,1
Macross: Do You Remember Love?,3
Noragami,1
Suki tte Ii na yo.,1
Yarichin☆Bitch-bu,3
Kuromajo-san ga Tooru!!,1
Area 88,1
Durarara!!x2 Ten,1
New Game!!,1
Tonikaku Kawaii: SNS,1
Shikkakumon no Saikyou Kenja,3
Tamako Love Story,2
Inuyashiki,3
Shinryaku!? Ika Musume,1
Summer Ghost,18
Saenai Heroine no Sodatekata ♭,2
Kyonyuu Onna Senshi: Dogeza Saimin,1
Hoshizora Kiseki,1
Sekikashita Kusanagi,1
Kuragehime,2
Shoujo☆Kageki Revue Starlight Movie,2
Dr. Stone,8
Warau Arsnotoria Sun!,1
Yuu☆Yuu☆Hakusho,2
Isekai Shokudou 2,2
No Game No Life: Zero,1
Enen no Shouboutai,2
Ojamajo Doremi,1
Kenkou Zenrakei Suiei-bu Umishou,1
Yuru Yuri Nachuyachumi!,1
Bakemono no Ko,1
Sound & Fury,2
Anima Yell!,1
Kageki Shoujo!!,1
Bakuman. 3rd Season,1
