Sno,Title,Date,User,text
23,Mob Psycho 100 II,2023-02-07,iamsmith007,"\"The graphically gorgeous anime \"\"Mob Psycho 100 II\"\" offers a compelling and exciting experience. The action scenes are exciting and fluidly animated"
24,Tomo-chan wa Onnanoko!,2023-02-07,Reimi3007,"For me, this anime feels like a nice hug. Lately, I’ve been watching/reading these type of animes and mangas that are traumatizing and dark. For example, Berserk. I’ve seen a"
25,Let You Down,2023-02-07,Evdude,This is absolutely a must watch. You'll probably like it even if you weren't a huge fan of Cyberpunk: Edgerunners. It could maybe be seen as a prequel to the
26,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,2023-02-07,PeachAndBlack,"Oregairu S1 is a standout for the romcom genre. It's foundation is simplistic but each episode adds a layer of complexity to it's core themes. The humor is witty, the"
27,One Piece,2023-02-07,Edubtw,"\"Pros: -Engaging storyline: \"\"One Piece\"\" has a well-thought-out and compelling story that keeps viewers invested and entertained. -Diverse cast of characters: The main characters are all unique and have their\""
28,Bocchi the Rock!,2023-02-07,Ceyderari,Bocchi the Rock became an absolute banger in the hardcore anime community. It is almost impossible to ignore the hype of the anime if you are invested in the weeb
29,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,2023-02-07,3rza,"This is what the Aincrad arc should've been. I remember wathching SAO for the first time and thinking why didn't they make the first arc much more longer, as it"
30,Cyberpunk: Edgerunners,2023-02-07,dokkb,"“I’ll Take You To The Moon! I Promise!” – David Martinez I heard a lot about Cyberpunk and CDPR, mostly how the game was projected to be one of the"
31,"Fuufu Ijou, Koibito Miman.",2023-02-07,Wizard4Hire1219,"This was such a gorgeous anime, from the OP to the ED, this anime has you hooked. Well fleshed out characters and storylines that keep you captivated. Each character has"
32,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,2023-02-07,dokkb,"\"\"\"Shinomiya... Let me ask you this. Do you know what it means by \"\"first time?\"\" — Miyuki Shirogane 2019: Story: 10/10 Art: 9/10 Sound: 9/10 Characters: 10/10 Enjoyment: 11/10 I\""
33,Chainsaw Man,2023-02-07,dokkb,"\"\"\"If you’re gonna kill me"
34,Cowboy Bebop,2023-02-07,dokkb,"\"\"\"Whatever happens"
35,Romantic Killer,2023-02-07,coutinhoarroz,"A real gamer doesn't waste time on relationships. Anzu, as a self-confessed nerdy girl, agrees with this statement. Unluckily Anzu is forced to change her life as soon as a"
36,Tokyo Revengers,2023-02-07,haru_vibez,"Quite frankly, I come from reading the manga and this season of TOKYO REVENGERS had quite some arcs all together from the anime. One of the main things that made"
37,Gintama.,2023-02-07,haru_vibez,"\"I remember saving to watch GINTAMA from one of those \"\"MUST WATCH ANIMES\"\" pages or videos"
38,Bocchi the Rock!,2023-02-07,itsmepee,"One misconception about anime or any media entirely is how people think the story needs to be unique to be good. I’m not against it, as bringing new things to"
39,Gintama°,2023-02-07,haru_vibez,"\"I remember saving to watch GINTAMA from one of those \"\"MUST WATCH ANIMES\"\" pages or videos"
40,Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,2023-02-07,haru_vibez,"\"I remember saving to watch GINTAMA from one of those \"\"MUST WATCH ANIMES\"\" pages or videos"
41,Gintama: Yorinuki Gintama-san on Theater 2D,2023-02-07,haru_vibez,"You all don't understand, as an OTAKU myself of both anime, music and movies, how much I laughed with this one. I remember saving to watch GINTAMA from one of"
42,Gintama',2023-02-07,haru_vibez,"\"I remember saving to watch GINTAMA from one of those \"\"MUST WATCH ANIMES\"\" pages or videos"
43,Gintama Movie 1: Shinyaku Benizakura-hen,2023-02-07,haru_vibez,"The show GINTAMA had me from the get go, from that first OVA that had me cackling, and through those 200 episodes that showed all the parodies of Japanese pop"
44,Gintama,2023-02-07,haru_vibez,"\"I remember saving to watch GINTAMA from one of those \"\"MUST WATCH ANIMES\"\" pages or videos"
45,Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,2023-02-07,haru_vibez,"\"I remember saving to watch GINTAMA from one of those \"\"MUST WATCH ANIMES\"\" pages or videos"
46,Bobobo-bo Bo-bobo,2023-02-07,haru_vibez,When I was a kid I had a channel of anime called ANIMAX and JETIX (FoxKids) through cable tv and I don't remember exactly how but I knew this show
47,Elfen Lied,2023-02-07,haru_vibez,"I don't actually remember why did I started watching this, I think it was either randomly or because it was on a list of must watch animes before you die"
48,Maison Ikkoku,2023-02-07,Liam0190,"Such a wholesome and human show, I absolutely loved it. Thank you Rumiko Takahashi! The story is quite unique in a sense of its setting at a boarding house; an"
49,Boruto: Naruto the Movie,2023-02-07,haru_vibez,"You could either watch those episodes or this movie, frankly it's the same damn story....I'm not the biggest fan of BORUTO myself so this was so cool to have watched,"
50,Naruto: Shippuuden Movie 5 - Blood Prison,2023-02-07,haru_vibez,"\"I remember watching this and until the very middle of the movie all I was saying was \"\"No way\"\" because I simply could not believe that Naruto was really there.\""
51,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,2023-02-07,haru_vibez,"I love how anime movies play with my feelings and remind me I have abandoment issues, this is the perfect example for it, as I literally loved and enjoyed watching"
52,Kami no Tou,2023-02-07,AnimeSrk,"The story is pretty interesting, the characters are good, a lot of this show is somewhat complex to understand especially the characters interaction, sometimes the world of the plot. The"
53,Naruto: Shippuuden Movie 1,2023-02-07,haru_vibez,"I love that I remembered this movie as the movie where we confirmed that Naruto Uzumaki is a babe. For real now, is honestly just one more movie, the thing"
54,Naruto Movie 3: Dai Koufun! Mikazuki Jima no Animaru Panikku Dattebayo!,2023-02-07,haru_vibez,"Anime movies have to be one of the greatest things that the human mind ever created, I feel like movies a better animation than the shows in most cases, or"
55,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,2023-02-07,haru_vibez,"This movie was a bittersweet one. Chronologically happening just after the departure of Sasuke, we get to see Naruto, Sakura and now Gaara, alongside Shikamaru fighting alongside yet another new"
56,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,2023-02-07,haru_vibez,"Back when I was a kid and Naruto was on TV, my country didn't get the movies on cinema or even TV so my first time watching this was as"
57,Naruto,2023-02-07,haru_vibez,"This was the first anime I ever watched as a fan of anime, back in the late 2000s when it was on TV and we had to wait for the"
58,5-toubun no Hanayome Movie,2023-02-07,UN2201,"Damn, the series has ended on one good note. I like it. Art: Pretty damn solid. It looks pretty much the same as the 2nd season with probably better effects"
59,Bungou Stray Dogs,2023-02-07,AnimeSrk,"It is really an interesting series, the powers/abilities shown were good, the characters had good and unique personalities, the arts tyle and animation was pretty good. The twists incorporated in"
60,Black Clover,2023-02-07,Ghostiface,"Let's start by talking about the animation. People dropped this show because they had issue with the low budget animation. I get it, but honestly, get over it. Still looks"
61,Cyberpunk: Edgerunners,2023-02-07,_unkn0wn,"\"\"\"For folks like us? Wrong city"
62,Yowamushi Pedal: Limit Break,2023-02-06,AnimeBoyJustin,"You know, this whole Yowamushi Pedal series has been a blast for me, and I think this anime is heavily underrated. Onoda, the once wimpy mommy biking otaku, is now"
63,Tate no Yuusha no Nariagari Season 2,2023-02-06,KNIGHTCUBE,"This is my first review,please forgive any mistakes.The story was great.It has a better plot twist than before.Maybe the cgi was little bit bad,but the storyline was very great! This"
64,Mob Psycho 100,2023-02-06,Rombonn,"Mob Psycho 100 is a really fun shounen manga that borrows the same sort of style from One's other work, One Punch Man. It works great as both and action"
65,Boku no Pico,2023-02-06,fujimisan,"I watched all 3 episodes and enjoyed all 3 episodes, MAL score and angry reviews make it much better bc I know they got recommended this at 2am asking friends"
66,Nokemono-tachi no Yoru,2023-02-06,AkashiroNota,"A lazy, spoiler free review: Too much drama, way too much drama but hard to tell if it's good or bad. Cliche characters and events, nothing suprising. Feels like reading"
67,Spy x Family Part 2,2023-02-06,Banana-Pudding,"If you enjoyed the first season, you'll enjoy season 2 as well. It's pretty much the same lay out. For me, I liked it. I don't think it was quite"
68,Star Wars: Visions,2023-02-06,Tigrrr111,Star Wars Vision has definitely warmed me up to the Star Wars setting as a medium for interesting storytelling. I overall enjoyed this more than I thought I would as
69,Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,2023-02-06,_Uta_2,I watched this master piece with my great companions while on a social media audio call and we found this animation to be quite enjoyable. Me and my companions especially
70,Fumetsu no Anata e 2nd Season,2023-02-06,Insite,"(This is obviously not spoiler free for people who haven't watched the 1st season, go watch it, it's amazing.) (First 2 paragraphs are spoiler free but the 3rd one has"
71,Cool Doji Danshi,2023-02-06,thegreylines,I've been indulging myself with this series in between several psychological series that are currently on my watchlist. The art style for this series befits the flow of the story
72,Hellsing Ultimate,2023-02-06,Joe_Devaney,"\"Overview: \"\"Hellsing Ultimate\"\" is considered to be the epitome of vampire anime for a reason. As the second adaptation of Kohta Hirano's manga"
73,"Benriya Saitou-san, Isekai ni Iku",2023-02-06,cfinley454,"This is the slice of life isekai we didn't know we needed. Unlike many other isekais, Handyman Saitou isn't about grinding levels, an OP protagonist, or a harem. Instead its"
74,Sakigake!! Otokojuku,2023-02-06,Ayu_01,Do you face a scenario where you enjoyed something a lot but yet deep down you know it has too much flaws to ignore. This is that kind of anime
75,Tensei shitara Ken deshita,2023-02-06,cfinley454,"Finally, an isekai that isn't a harem and/or have a horndog protagonist. And to round out the positives, no real fanservice (yet)! I'm a fan of isekai but the tropes"
76,Chainsaw Man,2023-02-06,Galaxyxy,"This anime has definitely surprised me. First of all, the endings are incredible, the fact that they have taken the trouble to make one for each episode and that they"
77,Shin Kidou Senki Gundam Wing,2023-02-06,NullRay_85,"\"Mobile Suit Gundam Wing or \"\"Wing Gundam\"\" is arguably the most popular Gundam in the franchise"
78,Tenkuu Danzai Skelter+Heaven,2023-02-06,User_P,"At this point everybody knows the reason to be here. Tenkuu Danzai Skelter+Heaven is Idea Factory (ID) vintage at its finest, few shows in history could even dreamed of being"
79,Kami-tachi ni Hirowareta Otoko,2023-02-06,HollowxLegend,8/10. If your looking for a break from all the excessive violence or fan service in anime and just want a nice slow relaxing anime in a fantasy world I
80,Kage no Jitsuryokusha ni Naritakute!,2023-02-06,ogblynz,"The Eminence in Shadow, an anime series based on the light novel series of the same name, offers a compelling and nuanced examination of its characters and story. At its"
81,Tenkuu no Escaflowne,2023-02-06,SgtSalamander,"The Vision of Escaflowne is an exquisite audiovisual experience, with art and sound which effortlessly immerse the viewer in a world of immense imagination and adventure which manages to be"
82,Blue Lock,2023-02-06,kriqued,"I want to give my opinion about this series (without having previously read the manga) to say that I really like it a lot, I have read various opinions but"
83,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,2023-02-06,Eoussama,"\"\"\"Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria\"\" was a highly anticipated film that has been eagerly awaited by fans of the Sword Art Online franchise. This\""
84,Sword Art Online: Full Dive - Opening Eizou,2023-02-06,Eoussama,"\"\"\"Sword Art Online: Full Dive - Opening Eizou\"\" is a breathtaking masterpiece. From the moment the animation starts"
85,Paripi Koumei,2023-02-06,kotaku142,one think I'm going to say this felt like a fanfic turn anime witch was fucking fun all the way thru the character are quirky in some way that made
86,Mairimashita! Iruma-kun,2023-02-06,kristoforc,"Do you just randomly want to throw something on, but dont want to sit and actively try and figure out the deeper level of meanings of each dialogue exchange, or"
87,Mob Psycho 100 III,2023-02-06,ccalyyuu,"I don't think I'll ever be objective when it comes to Mob because I relate so much to him and his struggle— the struggle to express the real you, to"
88,Trigun Stampede,2023-02-06,Little_Hermit,"As someone who loves the original anime, this one is not bad at all - it's definitely different than the original, so if you're looking for a faithful recreation, this"
89,One Punch Man 2nd Season,2023-02-06,iamsmith007,"\"\"\"One Punch Man Season 2 is an excellent follow-up to the first season"
90,Mob Psycho 100,2023-02-06,iamsmith007,"Mob Psycho 100 is a one-of-a-kind and captivating anime that deserves a 9 out of 10. The animation is beautiful, and the plot is both thought-provoking and entertaining. Mob, the"
91,Code Geass: Hangyaku no Lelouch R2,2023-02-06,iamsmith007,"Code Geass: Lelouch of the Rebellion R2 is an absolutely fantastic anime that deserves a 9 out of 10. The animation is excellent, and the action scenes are thrilling and"
92,Meng Qi Shi Shen: Huanxi Zhui Hun,2023-02-06,YudiYusantoS,Here is my review of this anime in 2023! Story (9) The story is the continuation of 2nd season where it's about a woman who lives in the modern era
93,Oniichan wa Oshimai!,2023-02-06,Trumanlay,"Onimai is a show about a man who turns into a little girl as a result of his little sister's science experiment. As the show progresses, the protagonist, Mahiro, starts"
94,Sunohara-sou no Kanrinin-san,2023-02-05,0Unknown0,"shotacon, shotacon, shotacon, shotacon, yes, yes, yes, yes, and yes. If you don't like shotacon then I highly suggest you don't watch this anime. Just by reading the summary, I"
95,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",2023-02-05,Rei_Reito,"This Anime I recommend, if you want to watch this Anime, The Misfit of Demon King Academy Season Two, then don't look at the horrible reviews, they write reviews that"
96,Tensei shitara Ken deshita,2023-02-05,Banana-Pudding,"If you like Isekai as much as me, then you'll surely enjoy this one. Even if you're not a fan of the genre- I still suggest giving it a whirl."
97,Another,2023-02-05,iamsmith007,"Another is a thrilling and eerie anime that deserves a 9 out of 10. The animation is hauntingly beautiful, and the soundtrack contributes to the show's overall eerie atmosphere. The"
98,Ginga Kikoutai Majestic Prince,2023-02-05,imhungry,"As the entire Majestic Prince saga was completed with the movie release, I highly recommend watching the entire series. It's like the the more bombastic and wild mecha anime of"
99,Futoku no Guild,2023-02-05,imhungry,"Unironically one of the better animated and quality consistent seasonal anime adaptations for the season and probably the year. This show had more budget, effort and dedication in production than"
100,Musabi Daibakuhatsu,2023-02-05,_cjessop19_,"\"If there was an anime that you would describe as a \"\"quality shitpost\"\""
101,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,2023-02-05,nashyyyyyyy,If I were to write a full review it would get too long so I want to try and make this quick because Re: zero szn 2 goes at a
102,Romantic Killer,2023-02-05,KimHiltonMKS,"This is such a fun anime to watch. The voice acting is one of the reasons why this anime is so good, especially Takahashi Rie. I watched it again in"
103,Kimetsu no Yaiba Movie: Mugen Ressha-hen,2023-02-05,EMTMK,This movie is better than demon slayer season 1. Story: pretty good. The demons have cool plans and the cast has cool counter-plans. The plot mostly makes sense. Animation: great
104,Hikari no Ou,2023-02-05,MotherMisato,I will first preface this with saying Fire Hunter's story and art all throughout these first 4 episodes have been good however I need to bring up with Fire Hunter's
105,Tensei shitara Slime Datta Ken,2023-02-05,Detrimentality,My first anime that I watched and it pulled me into the amazing world of anime and manga. The story is great in that the vast variety of characters and
106,Gakuen Handsome,2023-02-05,ikerbenijofero,"Honestly, the only thing I have to say about this anime is that you have to watch it, because it lasts a total of about 30 minutes and it's absolutely"
107,Drifters,2023-02-05,Detrimentality,Excellent anime. Loved all the history references and the ingenuity that is brought to the table from all. I really enjoyed how I could learn about Japanese history and simultaneously
108,"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",2023-02-05,deemonl,"Love is a painful mystery we will probably never solve. I don't really have much words for this OVA, just that it is really incredible how with one episode it"
109,Clannad: After Story,2023-02-05,deemonl,"\"\"\"The truth is you don't know what is going to happen tomorrow. Life is a crazy ride"
110,Nami yo Kiitekure,2023-02-05,thestarsailor,My point of entry for discovering this series was from SingleH's review and quickly realizing during the first episode that this reminds me of Odd Taxi. The similarity is that
111,"Fuufu Ijou, Koibito Miman.",2023-02-05,Xtone,"\"Are you a fan of the suspension of disbelief? Cuz if you are then this is the anime for you! The whole plot hinges around this whole \"\"marriage practical\"\" assignment\""
112,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",2023-02-05,Maksimw,"To sum up what I think about the show. If you REALLY enjoyed the first one, you should enjoy this one as well. The first season had me entertained throughout"
113,Golden Boy,2023-02-05,-AnimeEnjoyer-,This is an review by an average animeenjoyer. If you clicked on this anime thinking this is some random anime with gag houmor in it you are dead wrong. Or
114,Lupin III vs. Cat's Eye,2023-02-05,Boltz,"Excellent cross-over! If you love one or the other series (or even both), you'll love this movie! The characters are all there with their humor and crazy action and they"
115,Beelzebub,2023-02-05,DISKOWN,Beelzebub is an action comedy series that has a decent narrative and good characters. The animation isn't flashy and the art style is pretty generic. But it is first and
116,Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,2023-02-05,technocrat,The movie was a great continuation of the series. It held onto all the aspects that made the series great but delivered them with more emotion. I especially appreciated the
117,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,2023-02-05,technocrat,"When I watch anime, I approach it differently than when I'm consuming regular western cinema. I just want to relax and watch a cute and wholesome couple do cute and"
118,Tomo-chan wa Onnanoko!,2023-02-05,Coldonylum,The mediocre ratings and mixed feelings given by most users is a good reflection of the state of most modern anime...trash. Tomo-chan wa Onnanoko is a breathe of fresh air
119,Toradora!,2023-02-05,technocrat,"Toradora was one of the very first anime I ever watched, and it was this series that made me fall in love with the romance and slice-of-life genre. I particularly"
120,Isekai Nonbiri Nouka,2023-02-05,BAI-GAMING,"One of the best animes that I watched. The story is not serious, it's meant to be happy. It's about a sick man who died but got an opportunity to"
121,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,2023-02-05,Hunter_1776,"Honestly based on some reviews I went in pretty skeptical with how recent basic and trope filled shows like More Than a Married Couple,Cookoo (idk the one where he and"
122,Make My Day,2023-02-05,HoodedOctoGamer,"If you like Sci-Fi and Horror, then giving it a watch isn't too much to ask, 8 Eps. is quickly done usually. Humanity on a different, distant ice-planet where horrors"
123,Odd Taxi,2023-02-05,TomDas,Simply a masterpiece.You will surely experience something grand. Please don't judge it by its cartoonish looks. This is one of the best thriller animes ever made... Even better than monster
124,Meng Qi Shi Shen: Zaijie Liangyuan,2023-02-05,YudiYusantoS,Here is my review of this anime in 2023! Story (8) The story is the continuation of 1st season where it's about a woman who lives in the modern era
125,Cowboy Bebop,2023-02-05,iamsmith007,"Cowboy Bebop is a timeless anime film that is deserving of a score of 9. The storyline, which follows the exploits of a crew of bounty hunters as they explore"
126,Jujutsu Kaisen 0 Movie,2023-02-05,iamsmith007,"The film Jujutsu Kaisen 0 is amazing and deserving of a score of 10. The action scenes are powerful and expertly coordinated, and the animation is excellent. A wonderful prologue"
127,Yuukoku no Moriarty Part 2,2023-02-05,iamsmith007,"\"I would give the captivating and brilliant animation in \"\"The Patriot Part 2\"\" a score of 10 out of 10. This programme tells the tale of the notorious Sherlock Holmes\""
128,Gintama°,2023-02-05,MrYeast,"Gintama is strange, but that's exactly why it works so well. It can make you cry with laughter or just actually make you cry and that's a feat that few"
129,One Punch Man,2023-02-05,iamsmith007,"One Punch Man is a highly entertaining and action-packed anime that deserves a 10 out of 10 ratings. The show is a hilarious and captivating parody of the shonen genre,"
130,NHK ni Youkoso!,2023-02-05,lvmbrjack,"if the director's purpose is to show just how miserable a person can be, then they are utterly succeeded. a blunt depictions, no sugar-coat, just straight depictions. while pessimistically judge"
131,Death Note,2023-02-05,iamsmith007,"I give Death Note a 10 out of 10, making it among the best anime currently produced. This drama is an exhilarating and intense psychological conflict between Light Yagami and"
132,Tokyo Revengers: Seiya Kessen-hen,2023-02-05,LuffyStomps,Tokyo Revengers are one of those shows that you either love or hate it. Tokyo Revengers is an anime that we call a good ''Delinquent'' anime where you have a
133,Tensei Oujo to Tensai Reijou no Mahou Kakumei,2023-02-05,latenight3am,I'm in love with this anime so far. It may take a bit of getting into it and understanding that unlike other fantasy anime - the main character WONT be
134,Teekyuu 2 Specials,2023-02-05,NextUniverse,"[Old Review] Teekyuu Review - Part 2S Informative Review It's basically just restoring the brain cells of Teekyuu. The stories aren't too absurd and whilst it still maintains their humour,"
135,Teekyuu 2,2023-02-05,NextUniverse,[Old Review] Teekyuu Review - Part 2 It's comedy. Again. Fast comedy. Somehow the plot flows as it usually would in a normal anime. I didn't even expect there to
136,Teekyuu,2023-02-05,NextUniverse,"[Old Review (written way before upload time, opinions may not be the same)] Teekyuu Review - Part 1 Comedy is funny. But comedy isn't for everyone. Since there are different"
137,Nanatsu no Taizai: Seisen no Shirushi,2023-02-05,Resting_Bonfire,"The Seven Deadly Sins: Signs of Holy War To clarify, these OVAs are the transition from Season 1 to Season 2, where you can see the little events in between,"
138,Vinland Saga Season 2,2023-02-05,GanymedeHarry1,"This is unarguably the best arc this anime has to offer. Saying this arc is boring and lazy is just plain wrong. S1 was just the prologue, this is the"
139,Trigun Stampede,2023-02-04,Adnash,It's always hilarious to see many people getting rustled at the same time over a show that was described to be a new anime project set in the Trigun universe
140,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,2023-02-04,KruppPanzerIV-J,"\"Do you really care about tropes in an anime you watch, and consider them yawn material? Are cliche's bad? Does a show being moderately predictable make it \"\"Mid\"\"? Does a\""
141,Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,2023-02-04,bliss1023,"A heartwarming adventure about a party of 4 people each of them having a dark, bitter past!But having a dark past, doesn't mean they have a dark personality! With a"
142,Tasogare Otome x Amnesia: Taima Otome,2023-02-04,Kiba_Senpai,They literally changed the intro just to give it a little more characterization. This anime is so underrated. This is the OVA/Extra episode they threw in and I thought it
143,Hot Minute: Aggretsuko,2023-02-04,_cjessop19_,"Hot Minute: Aggretsuko is a short one-minute-long episode released onto the hottopic YouTube channel back in 2017. In this video, Aggretsuko is given 60 seconds to answer a bunch of"
144,Hikari no Ou,2023-02-04,2LongDidntReview,"In an anime era where shows are visually sparkly clean and plots are derivatives of each other (super strong protagonists who will get through anything and everything, and where their"
145,Hajime no Ippo,2023-02-04,TroyPA,"This show is a 10/10 and everything in this show is perfect(seriously). Pros: Every character is very well done with their own unique personality,motivations and flaws,which makes the characters more"
146,Shi Wan Ge Leng Xiaohua,2023-02-04,widenosebuttchin,"This series made me nostalgic for early 2010s Chinese Internet years before the tight restrictions. It parodies popular Chinese stories and Japanese anime. There was fanservice, dirty jokes, and a"
147,Uchi no Shishou wa Shippo ga Nai,2023-02-04,Litora,"\"If you're tired of the \"\"4 cute girls does this in a club\"\" troupes but still want a relaxing but interesting Slice of Life show. This anime will do the\""
148,Hige wo Soru. Soshite Joshikousei wo Hirou.,2023-02-04,AmorphousAxiom,A show of the caliber of Slice of Life has one fundamental problem. It's either too boring or it can grab your attention and make you watch the whole thing
149,Vanitas no Karte Part 2,2023-02-04,I_Read_BLManga,(I will NOT talk about the manga ok? I am only talking about the anime.) I’ve read a good bit of the reviews for season one and season two I
150,Blue Lock,2023-02-04,turkiimalaka,"I don't really understand how some people can watch 3 episodes of Blue Lock, then not understand that the point of Blue Lock is progression and development, and review it"
151,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,2023-02-04,bezeaa,"i've been having a looong existential crisis since i started this anime, and also a great thirst to watch continuously... let me explain why i consider this close to a"
152,Mitsuboshi Colors,2023-02-04,Galaxyxy,Ahhh!! I loved it!! I started to see it a little unsure about the assessment but I have enjoyed it as a small child! The characters are very good and
153,Lycoris Recoil,2023-02-04,Scheveningen,Lycoris Recoil is one of those shows where one is unsure if it falls into the form-over-substance category because it was a deliberate choice or failed to dig down into
154,Devilman: Crybaby,2023-02-04,Neolavender123,"I just feel like writing something to negate the overall MAL rating of Devilman Crybaby because somehow, I think they deserve higher. So, I’ll just simply list what I think"
155,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,2023-02-04,Neolavender123,[Enjoyment: 8] Pretty awesome coz a mecha-hating person like me can still enjoy the anime. I binged a majority of this anime coz it was interesting and I wanna know
156,Bocchi the Rock!,2023-02-04,Ivantxu55,"Bocchi the rock follows the story of a introverted girl in her mission to get famous by playing the guitar and overcome her shyness. First of all, because this is"
